     384   17152       Generated 4/19/82 
      88      46     -13      13    3939
      89      40     -11      11    3985
      90      42     -10      10    4025
      91      30      -9       9    4067
      92      54      -7       7    4097
      93       4      -4       4    4151
      94      54      -7       7    4155
      95      46     -12      12    6795
      96       0       0       0    4209
      97       0       9      -9    4209
      98      44     -12      12    4209
      99      44     -12      12    4253
     100      86     -12      12    4297
     101     118     -12      12    4383
     102      10     -12      12      51
     103      90      -8       8    4501
     104      10      -4       4    4591
     105      54     -12      12    4601
     106      50     -12      12    4655
     107      10     -10      10    4705
     108      16     -11      11    4715
     109      40     -11      12    4731
     110      16     -11      11    4771
     111      10     -12      12    4787
     112      28     -12      12    4797
     113      34     -10      10    4825
     114       8     -10      10    4859
     115      28     -10      10    4867
     116      30     -10      10    4895
     117      12     -10      10    4925
     118      34     -10      10    4937
     119      46     -10      10    4971
     120      10     -10      10    5017
     121      58     -10      10    5027
     122      46     -10      10    5085
     123      62     -12      12    5131
     124      98     -12      12    5193
     125      18     -11      11    5291
     126      16     -12      12    5309
     127      18     -11      11    5325
     128      16     -12      12    5343
     129       0       0       0    5359
     130     110     -13      14    5359
     131      50     -12      13    5469
     132      60     -11      11    5519
     133      28     -10      10    5579
     134      30     -11      11    5607
     135      94     -10      11    5637
     136      26     -10       9    5731
     137      22     -10      11    5757
     138      10      -5       5    5779
     139      28     -10      10    5789
     140      54     -12      12    5817
     141      28     -10      10    5871
     142      20      -8       8    5899
     143      20      -8       8    5919
     144      42     -12      12    5939
     145      40     -12      12    5981
     146     110     -11      11    6021
     147      62     -12      12    6131
     148      36     -10      10    6193
     149      10     -12      12    6229
     150      44      -9      10    6239
     151      50     -10      10    6283
     152      84     -11      11    6333
     153      70     -11      11    6417
     154      80     -11      12    6487
     155      60     -11      11    6567
     156      58      -9       9    6627
     157       0       0       0    6685
     158     110      -9       9    6685
     159       0       0       0    6795
     160      20     -12      12    2641
     161      14     -17      16    6841
     162      78     -11      12    6855
     163     112     -11      10    6933
     164      40     -11      10    7045
     165      74      -9      10    7085
     166      48      -9       8    7159
     167      82     -11      11    7207
     168      56      -9      11    7289
     169      60     -11      11    7345
     170      26      -6       6    7405
     171      88      -9      10    7431
     172      50     -10      10    7519
     173      40      -9      11    7569
     174      52     -11      11    7609
     175      46     -10      11    7661
     176      62      -9       9    7707
     177      42     -11      11    7769
     178      84      -9      10    7811
     179      60     -10       9    7895
     180      68     -10      12    7955
     181      30     -10      10    8023
     182      48     -11      10    8053
     183      54      -8      10    8101
     184      82     -12      11    8155
     185      88      -9       8    8237
     186      66     -13      12    8325
     187      62      -9       8    8391
     188       6      -7       7    8453
     189      10      -7       7    8459
     190       6      -7       7    8469
     191      20     -12      12    8475
     192       0       0       0    8495
     193       0      -9       9    8495
     194     118     -12      14    8495
     195     218     -12      15    8613
     196     136     -13      13    8831
     197     142     -11      14    8967
     198     186     -11      13    9109
     199     180     -12      13    9295
     200     172     -13      14    9475
     201     222     -12      14    9647
     202     132     -11      12    9869
     203     120     -10      12   10001
     204     228     -12      14   10121
     205     168     -11      13   10349
     206     212     -14      16   10517
     207     166     -12      14   10729
     208     156     -13      15   10895
     209     138     -10      14   11051
     210     196     -13      15   11189
     211     214     -12      15   11385
     212     186     -11      14   11599
     213     140     -13      13   11785
     214     176     -12      14   11925
     215     142     -11      14   12101
     216     188     -14      16   12243
     217     128     -11      13   12431
     218     170     -11      14   12559
     219     112     -11      13   12729
     220       4       0     -12   12841
     221       0       0       0   12845
     222       0       0       0   12845
     223       0       0       0   12845
     224       0       0       0   12845
     225       0       0       0   12845
     226      58     -13      11   12845
     227      92     -13      14   12903
     228      64     -12      13   12995
     229      68     -13      13   13059
     230      66     -10      12   13127
     231      62     -12      12   13193
     232      70     -11      14   13255
     233      74     -12      15   13325
     234      48      -9      11   13399
     235      50      -9      11   13447
     236      74     -12      15   13497
     237      64     -11      12   13571
     238      64     -15      16   13635
     239      64     -12      15   13699
     240      50     -11      13   13763
     241      72     -13      13   13813
     242      64     -10      12   13885
     243      84     -13      14   13949
     244      66     -11      12   14033
     245      46     -10      12   14099
     246      50     -12      14   14145
     247      56     -12      14   14195
     248      66     -14      15   14251
     249      90     -12      14   14317
     250      56     -11      13   14407
     251      56     -10      13   14463
     252       0       0       0   14519
     253       0       0       0   14519
     254       0       0       0   14519
     255       0       0       0   14519
     256       0       0       0   14519
     257       0       0       0   14519
     258      44      -6       9   14519
     259      44      -5       9   14563
     260      26      -5       6   14607
     261      44      -6       9   14633
     262      32      -5       6   14677
     263      46      -3       5   14709
     264      54      -6       9   14755
     265      56      -5      10   14809
     266      30      -2       5   14865
     267      38      -2       5   14895
     268      64      -5       9   14933
     269      34      -3       5   14997
     270      64     -13      12   15031
     271      44      -8      10   15095
     272      44      -6       8   15139
     273      46      -7       8   15183
     274      52      -6       9   15229
     275      28      -5       8   15281
     276      30      -4       7   15309
     277      30      -3       6   15339
     278      36      -6       9   15369
     279      32      -6       9   15405
     280      48      -9      12   15437
     281      38      -8       8   15485
     282      44      -6       9   15523
     283      44      -6       8   15567
     284       0       0       0   15611
     285       0       0       0   15611
     286       0       0       0   15611
     287       0       0       0   15611
     288       0       0       0   15611
     289       0      -3       4   15611
     290      22      -3       4   15611
     291      26      -3       4   15633
     292      22      -3       4   15659
     293      26      -3       4   15681
     294      28      -3       4   15707
     295      28      -3       4   15735
     296      12      -3       4   15763
     297       8      -3       4   15775
     298       8      -3       4   15783
     299      22      -3       4   15791
     300      10      -3       4   15813
     301      12      -3       4   15823
     302       4      -3       4   15835
     303      10      -3       4   15839
     304       4      -3       4   15849
     305      18      -3       4   15853
     306      12      -3       4   15871
     307      18      -3       4   15883
     308      28      -3       4   15901
     309       8      -3       4   15929
     310      18      -3       4   15937
     311      26      -3       4   15955
     312      10      -3       4   15981
     313      32      -3       4   15991
     314      24      -3       4   16023
     315      22      -3       4   16047
     316      24      -3       4   16069
     317       6      -3       4   16093
     318      10      -3       4   16099
     319       6      -3       4   16109
     320      34      -3       4   16115
     321      32      -3       4   16149
     322      18      -3       4   16181
     323      26      -3       4   16199
     324      16      -3       4   16225
     325      14      -3       4   16241
     326      16      -3       4   16255
     327      14      -3       4   16271
     328      22      -3       4   16285
     329      16      -3       4   16307
     330      16      -3       4   16323
     331      12      -3       4   16339
     332      16      -3       4   16351
     333       6      -3       4   16367
     334      10      -3       4   16373
     335       8      -3       4   16383
     336      18      -3       4   16391
     337      14      -3       4   16409
     338      24      -3       4   16423
     339      20      -3       4   16447
     340      26      -3       4   16467
     341      10      -3       4   16493
     342      14      -3       4   16503
     343       6      -3       4   16517
     344      10      -3       4   16523
     345      10      -3       4   16533
     346      12      -3       4   16543
     347      14      -3       4   16555
     348       8      -3       4   16569
     349       4      -3       4   16577
     350       8      -3       4   16581
     351       6      -3       4   16589
     352       4      -3       4   16595
     353      12      -3       4   16599
     354      26      -3       4   16611
     355      22      -3       4   16637
     356      16      -3       4   16659
     357      22      -3       4   16675
     358      20      -3       4   16697
     359      18      -3       4   16717
     360      28      -3       4   16735
     361      16      -3       4   16763
     362      18      -3       4   16779
     363      24      -3       4   16797
     364      16      -3       4   16821
     365      12      -3       4   16837
     366      24      -3       4   16849
     367      16      -3       4   16873
     368      18      -3       4   16889
     369      22      -3       4   16907
     370      22      -3       4   16929
     371      14      -3       4   16951
     372      20      -3       4   16965
     373      16      -3       4   16985
     374      16      -3       4   17001
     375       6      -3       4   17017
     376      20      -3       4   17023
     377      10      -3       4   17043
     378      22      -3       4   17053
     379      14      -3       4   17075
     380      24      -3       4   17089
     381       4      -3       4   17113
     382      24      -3       4   17117
     383      12      -3       4   17141
     384      34      -3       4   17153
   0  12  -1  10   0  -2   1  10   0  12  31  31   0  10   0   4  31  31   0  -7
  -1  -8   0  -9   1  -8   0  -7  -3  12  -4   5  31  31  -2  12  -4   5  31  31
   3  12   2   5  31  31   4  12   2   5 -10  10 -10 -10  10 -10  10  10 -10  10
  -2  16  -2 -13  31  31   2  16   2 -13  31  31   6   9   5   8   6   7   7   8
   7   9   5  11   2  12  -2  12  -5  11  -7   9  -7   7  -6   5  -5   4  -3   3
   3   1   5   0   7  -2  31  31  -7   7  -5   5  -3   4   3   2   5   1   6   0
   7  -2   7  -6   5  -8   2  -9  -2  -9  -5  -8  -7  -6  -7  -5  -6  -4  -5  -5
  -6  -6   9   4   8   3   9   2  10   3  10   4   9   5   8   5   7   4   6   2
   4  -4   3  -6   1  -8  -1  -9  -5  -9  -8  -8  -9  -6  -9  -3  -8  -1  -2   3
   0   5   1   7   1   9   0  11  -2  12  -4  11  -5   9  -5   7  -4   4  -2   1
   3  -6   5  -8   8  -9   9  -9  10  -8  10  -7  31  31  -5  -9  -7  -8  -8  -6
  -8  -3  -7  -1  -5   1  31  31  -5   7  -4   5   4  -6   6  -8   8  -9   0  12
  -1   5  31  31   1  12  -1   5   4  16   2  14   0  11  -2   7  -3   2  -3  -2
  -2  -7   0 -11   2 -14   4 -16  31  31   2  14   0  10  -1   7  -2   2  -2  -2
  -1  -7   0 -10   2 -14  -4  16  -2  14   0  11   2   7   3   2   3  -2   2  -7
   0 -11  -2 -14  -4 -16  31  31  -2  14   0  10   1   7   2   2   2  -2   1  -7
   0 -10  -2 -14   0  12   0   0  31  31  -5   9   5   3  31  31   5   9  -5   3
   0   9   0  -9  31  31  -9   0   9   0   0  -9  -1  -8   0  -7   1  -8   1 -10
   0 -12  -1 -13  -9   0   9   0   0  -7  -1  -8   0  -9   1  -8   0  -7   9  16
  -9 -16  -1  12  -4  11  -6   8  -7   3  -7   0  -6  -5  -4  -8  -1  -9   1  -9
   4  -8   6  -5   7   0   7   3   6   8   4  11   1  12  -1  12  31  31  -1  12
  -3  11  -4  10  -5   8  -6   3  -6   0  -5  -5  -4  -7  -3  -8  -1  -9  31  31
   1  -9   3  -8   4  -7   5  -5   6   0   6   3   5   8   4  10   3  11   1  12
  -4   8  -2   9   1  12   1  -9  31  31   0  11   0  -9  31  31  -4  -9   5  -9
  -6   8  -5   7  -6   6  -7   7  -7   8  -6  10  -5  11  -2  12   2  12   5  11
   6  10   7   8   7   6   6   4   3   2  -2   0  -4  -1  -6  -3  -7  -6  -7  -9
  31  31   2  12   4  11   5  10   6   8   6   6   5   4   2   2  -2   0  31  31
  -7  -7  -6  -6  -4  -6   1  -8   4  -8   6  -7   7  -6  31  31  -4  -6   1  -9
   5  -9   6  -8   7  -6   7  -4  -6   9  -5   8  -6   7  -7   8  -7   9  -5  11
  -2  12   2  12   5  11   6   9   6   6   5   4   2   3  -1   3  31  31   2  12
   4  11   5   9   5   6   4   4   2   3  31  31   2   3   4   2   6   0   7  -2
   7  -5   6  -7   5  -8   2  -9  -2  -9  -5  -8  -6  -7  -7  -5  -7  -4  -6  -3
  -5  -4  -6  -5  31  31   5   1   6  -2   6  -5   5  -7   4  -8   2  -9   2  10
   2  -9  31  31   3  12   3  -9  31  31   3  12  -8  -3   8  -3  31  31  -1  -9
   6  -9  -5  12  -7   2  31  31  -7   2  -5   3  -2   4   1   4   4   3   6   1
   7  -2   7  -3   6  -6   4  -8   1  -9  -2  -9  -5  -8  -6  -7  -7  -5  -7  -4
  -6  -3  -5  -4  -6  -5  31  31   1   4   3   3   5   1   6  -2   6  -3   5  -6
   3  -8   1  -9  31  31  -5  12   5  12  31  31  -5  11   0  11   5  12   5   9
   4   8   5   7   6   8   6   9   5  11   3  12   0  12  -3  11  -5   9  -6   7
  -7   3  -7  -3  -6  -6  -4  -8  -1  -9   1  -9   4  -8   6  -6   7  -3   7  -2
   6   1   4   3   1   4   0   4  -3   3  -5   1  -6  -2  31  31   0  12  -2  11
  -4   9  -5   7  -6   3  -6  -3  -5  -6  -3  -8  -1  -9  31  31   1  -9   3  -8
   5  -6   6  -3   6  -2   5   1   3   3   1   4  -7  12  -7   6  31  31  -7   8
  -6  10  -4  12  -2  12   3   9   5   9   6  10   7  12  31  31  -6  10  -4  11
  -2  11   3   9  31  31   7  12   7   9   6   6   2   1   1  -1   0  -4   0  -9
  31  31   6   6   1   1   0  -1  -1  -4  -1  -9  -2  12  -5  11  -6   9  -6   6
  -5   4  -2   3   2   3   5   4   6   6   6   9   5  11   2  12  -2  12  31  31
  -2  12  -4  11  -5   9  -5   6  -4   4  -2   3  31  31   2   3   4   4   5   6
   5   9   4  11   2  12  31  31  -2   3  -5   2  -6   1  -7  -1  -7  -5  -6  -7
  -5  -8  -2  -9   2  -9   5  -8   6  -7   7  -5   7  -1   6   1   5   2   2   3
  31  31  -2   3  -4   2  -5   1  -6  -1  -6  -5  -5  -7  -4  -8  -2  -9  31  31
   2  -9   4  -8   5  -7   6  -5   6  -1   5   1   4   2   2   3   6   5   5   2
   3   0   0  -1  -1  -1  -4   0  -6   2  -7   5  -7   6  -6   9  -4  11  -1  12
   1  12   4  11   6   9   7   6   7   0   6  -4   5  -6   3  -8   0  -9  -3  -9
  -5  -8  -6  -6  -6  -5  -5  -4  -4  -5  -5  -6  31  31  -1  -1  -3   0  -5   2
  -6   5  -6   6  -5   9  -3  11  -1  12  31  31   1  12   3  11   5   9   6   6
   6   0   5  -4   4  -6   2  -8   0  -9   0   5  -1   4   0   3   1   4   0   5
  31  31   0  -7  -1  -8   0  -9   1  -8   0  -7   0   5  -1   4   0   3   1   4
   0   5  31  31   0  -9  -1  -8   0  -7   1  -8   1 -10   0 -12  -1 -13   8   9
  -8   0   8  -9  -9   3   9   3  31  31  -9  -3   9  -3  -8   9   8   0  -8  -9
  -5   8  -4   7  -5   6  -6   7  -6   8  -5  10  -4  11  -2  12   1  12   4  11
   5  10   6   8   6   6   5   4   4   3   0   1   0  -2  31  31   1  12   3  11
   4  10   5   8   5   6   4   4   2   2  31  31   0  -7  -1  -8   0  -9   1  -8
   0  -7   0  12  -7  -9  31  31   0  12   7  -9  31  31   0   9   6  -9  31  31
  -5  -4   5  -4  31  31 -10  -9  -4  -9  31  31   3  -9  10  -9  -6  12  -6  -9
  31  31  -5  12  -5  -9  31  31  -9  12   3  12   6  11   7  10   8   8   8   6
   7   4   6   3   3   2  31  31   3  12   5  11   6  10   7   8   7   6   6   4
   5   3   3   2  31  31  -5   2   3   2   6   1   7   0   8  -2   8  -5   7  -7
   6  -8   3  -9  -9  -9  31  31   3   2   5   1   6   0   7  -2   7  -5   6  -7
   5  -8   3  -9   6   9   7   7   7  12   6   9   4  11   1  12  -1  12  -4  11
  -6   9  -7   7  -8   4  -8  -1  -7  -4  -6  -6  -4  -8  -1  -9   1  -9   4  -8
   6  -6   7  -4  31  31  -1  12  -3  11  -5   9  -6   7  -7   4  -7  -1  -6  -4
  -5  -6  -3  -8  -1  -9  -6  12  -6  -9  31  31  -5  12  -5  -9  31  31  -9  12
   1  12   4  11   6   9   7   7   8   4   8  -1   7  -4   6  -6   4  -8   1  -9
  -9  -9  31  31   1  12   3  11   5   9   6   7   7   4   7  -1   6  -4   5  -6
   3  -8   1  -9  -6  12  -6  -9  31  31  -5  12  -5  -9  31  31   1   6   1  -2
  31  31  -9  12   7  12   7   7   6  12  31  31  -5   2   1   2  31  31  -9  -9
   7  -9   7  -4   6  -9  -6  12  -6  -9  31  31  -5  12  -5  -9  31  31   1   6
   1  -2  31  31  -9  12   7  12   7   7   6  12  31  31  -5   2   1   2  31  31
  -9  -9  -2  -9   6   9   7   7   7  12   6   9   4  11   1  12  -1  12  -4  11
  -6   9  -7   7  -8   4  -8  -1  -7  -4  -6  -6  -4  -8  -1  -9   1  -9   4  -8
   6  -6  31  31  -1  12  -3  11  -5   9  -6   7  -7   4  -7  -1  -6  -4  -5  -6
  -3  -8  -1  -9  31  31   6  -1   6  -9  31  31   7  -1   7  -9  31  31   3  -1
   9  -1  -7  12  -7  -9  31  31  -6  12  -6  -9  31  31   6  12   6  -9  31  31
   7  12   7  -9  31  31 -10  12  -3  12  31  31   3  12  10  12  31  31  -6   2
   6   2  31  31 -10  -9  -3  -9  31  31   3  -9  10  -9   0  12   0  -9  31  31
   1  12   1  -9  31  31  -3  12   4  12  31  31  -3  -9   4  -9   3  12   3  -5
   2  -8   0  -9  -2  -9  -4  -8  -5  -6  -5  -4  -4  -3  -3  -4  -4  -5  31  31
   2  12   2  -5   1  -8   0  -9  31  31  -1  12   6  12  -7  12  -7  -9  31  31
  -6  12  -6  -9  31  31   7  12  -6  -1  31  31  -1   3   7  -9  31  31  -2   3
   6  -9  31  31 -10  12  -3  12  31  31   4  12  10  12  31  31 -10  -9  -3  -9
  31  31   3  -9  10  -9  -5  12  -5  -9  31  31  -4  12  -4  -9  31  31  -8  12
  -1  12  31  31  -8  -9   7  -9   7  -4   6  -9  -7  12  -7  -9  31  31  -6  12
   0  -6  31  31  -7  12   0  -9  31  31   7  12   0  -9  31  31   7  12   7  -9
  31  31   8  12   8  -9  31  31 -10  12  -6  12  31  31   7  12  11  12  31  31
 -10  -9  -4  -9  31  31   4  -9  11  -9  -6  12  -6  -9  31  31  -5  12   7  -7
  31  31  -5  10   7  -9  31  31   7  12   7  -9  31  31  -9  12  -5  12  31  31
   4  12  10  12  31  31  -9  -9  -3  -9  -1  12  -4  11  -6   9  -7   7  -8   3
  -8   0  -7  -4  -6  -6  -4  -8  -1  -9   1  -9   4  -8   6  -6   7  -4   8   0
   8   3   7   7   6   9   4  11   1  12  -1  12  31  31  -1  12  -3  11  -5   9
  -6   7  -7   3  -7   0  -6  -4  -5  -6  -3  -8  -1  -9  31  31   1  -9   3  -8
   5  -6   6  -4   7   0   7   3   6   7   5   9   3  11   1  12  -6  12  -6  -9
  31  31  -5  12  -5  -9  31  31  -9  12   3  12   6  11   7  10   8   8   8   5
   7   3   6   2   3   1  -5   1  31  31   3  12   5  11   6  10   7   8   7   5
   6   3   5   2   3   1  31  31  -9  -9  -2  -9  -1  12  -4  11  -6   9  -7   7
  -8   3  -8   0  -7  -4  -6  -6  -4  -8  -1  -9   1  -9   4  -8   6  -6   7  -4
   8   0   8   3   7   7   6   9   4  11   1  12  -1  12  31  31  -1  12  -3  11
  -5   9  -6   7  -7   3  -7   0  -6  -4  -5  -6  -3  -8  -1  -9  31  31   1  -9
   3  -8   5  -6   6  -4   7   0   7   3   6   7   5   9   3  11   1  12  31  31
  -5  -6  -3  -4  -1  -4   1  -5   2  -7   3 -11   4 -12   5 -12   6 -11  -6  12
  -6  -9  31  31  -5  12  -5  -9  31  31  -9  12   3  12   6  11   7  10   8   8
   8   6   7   4   6   3   3   2  -5   2  31  31   3  12   5  11   6  10   7   8
   7   6   6   4   5   3   3   2  31  31  -9  -9  -2  -9  31  31   1   2   5  -7
   7  -9   9  -9  10  -7  31  31   1   2   3   0   7  -9   6  10   7  12   7   8
   6  10   5  11   2  12  -2  12  -5  11  -7   9  -7   7  -6   5  -5   4  -3   3
   3   1   5   0   7  -2  31  31  -7   7  -5   5  -3   4   3   2   5   1   6   0
   7  -2   7  -6   5  -8   2  -9  -2  -9  -5  -8  -6  -7  -7  -5  -7  -9  -6  -7
   0  12   0  -9  31  31   1  12   1  -9  31  31  -6  12  -7   7  -7  12   8  12
   8   7   7  12  31  31  -3  -9   4  -9  -7  12  -7  -3  -6  -6  -4  -8  -1  -9
   1  -9   4  -8   6  -6   7  -3   7  12  31  31  -6  12  -6  -3  -5  -6  -3  -8
  -1  -9  31  31 -10  12  -3  12  31  31   4  12  10  12  -7  12   0  -9  31  31
  -6  12   0  -6  31  31   7  12   0  -9  31  31 -10  12  -3  12  31  31   4  12
  10  12  -8  12  -4  -9  31  31  -7  12  -4  -4  31  31   0  12  -4  -9  31  31
   0  12   4  -9  31  31   1  12   4  -4  31  31   8  12   4  -9  31  31 -11  12
  -4  12  31  31   5  12  11  12  -7  12   6  -9  31  31  -6  12   7  -9  31  31
   7  12  -7  -9  31  31 -10  12  -3  12  31  31   4  12  10  12  31  31 -10  -9
  -4  -9  31  31   3  -9  10  -9  -7  12   0   1   0  -9  31  31  -6  12   1   1
   1  -9  31  31   8  12   1   1  31  31 -10  12  -3  12  31  31   5  12  11  12
  31  31  -3  -9   4  -9   6  12  -7  -9  31  31   7  12  -6  -9  31  31  -6  12
  -7   7  -7  12   7  12  31  31  -7  -9   7  -9   7  -4   6  -9  -3  16  -3 -16
  31  31  -2  16  -2 -16  31  31  -3  16   4  16  31  31  -3 -16   4 -16   2  16
   2 -16  31  31   3  16   3 -16  31  31  -4  16   3  16  31  31  -4 -16   3 -16
   6   2   9   0   6  -2  31  31   3   5   8   0   3  -5  31  31  -9   0   8   0
  -1  12  -3  11  -4   9  -4   7  -3   5  -1   4   1   4   3   5   4   7   4   9
   3  11   1  12  -1  12  -4   3  -4   2  -5   2  -5   3  -4   4  -2   5   2   5
   4   4   5   3   6   1   6  -6   7  -8   8  -9  31  31   5   3   5  -6   6  -8
   8  -9   9  -9  31  31   5   1   4   0  -2  -1  -5  -2  -6  -4  -6  -6  -5  -8
  -2  -9   1  -9   3  -8   5  -6  31  31  -2  -1  -4  -2  -5  -4  -5  -6  -4  -8
  -2  -9  -6  12  -6  -9  31  31  -5  12  -5  -9  31  31  -5   2  -3   4  -1   5
   1   5   4   4   6   2   7  -1   7  -3   6  -6   4  -8   1  -9  -1  -9  -3  -8
  -5  -6  31  31   1   5   3   4   5   2   6  -1   6  -3   5  -6   3  -8   1  -9
  31  31  -9  12  -5  12   5   2   4   1   5   0   6   1   6   2   4   4   2   5
  -1   5  -4   4  -6   2  -7  -1  -7  -3  -6  -6  -4  -8  -1  -9   1  -9   4  -8
   6  -6  31  31  -1   5  -3   4  -5   2  -6  -1  -6  -3  -5  -6  -3  -8  -1  -9
   5  12   5  -9  31  31   6  12   6  -9  31  31   5   2   3   4   1   5  -1   5
  -4   4  -6   2  -7  -1  -7  -3  -6  -6  -4  -8  -1  -9   1  -9   3  -8   5  -6
  31  31  -1   5  -3   4  -5   2  -6  -1  -6  -3  -5  -6  -3  -8  -1  -9  31  31
   2  12   6  12  31  31   5  -9   9  -9  -6  -1   6  -1   6   1   5   3   4   4
   2   5  -1   5  -4   4  -6   2  -7  -1  -7  -3  -6  -6  -4  -8  -1  -9   1  -9
   4  -8   6  -6  31  31   5  -1   5   2   4   4  31  31  -1   5  -3   4  -5   2
  -6  -1  -6  -3  -5  -6  -3  -8  -1  -9   3  11   2  10   3   9   4  10   4  11
   3  12   1  12  -1  11  -2   9  -2  -9  31  31   1  12   0  11  -1   9  -1  -9
  31  31  -5   5   2   5  31  31  -5  -9   2  -9  -1   5  -3   4  -4   3  -5   1
  -5  -1  -4  -3  -3  -4  -1  -5   1  -5   3  -4   4  -3   5  -1   5   1   4   3
   3   4   1   5  -1   5  31  31  -3   4  -4   2  -4  -2  -3  -4  31  31   3  -4
   4  -2   4   2   3   4  31  31   4   3   5   4   7   5   7   4   5   4  31  31
  -4  -3  -5  -4  -6  -6  -6  -7  -5  -9  -2 -10   3 -10   6 -11   7 -12  31  31
  -6  -7  -5  -8  -2  -9   3  -9   6 -10   7 -12   7 -13   6 -15   3 -16  -3 -16
  -6 -15  -7 -13  -7 -12  -6 -10  -3  -9  -6  12  -6  -9  31  31  -5  12  -5  -9
  31  31  -5   2  -3   4   0   5   2   5   5   4   6   2   6  -9  31  31   2   5
   4   4   5   2   5  -9  31  31  -9  12  -5  12  31  31  -9  -9  -2  -9  31  31
   2  -9   9  -9   0  12  -1  11   0  10   1  11   0  12  31  31   0   5   0  -9
  31  31   1   5   1  -9  31  31  -3   5   1   5  31  31  -3  -9   4  -9   1  12
   0  11   1  10   2  11   1  12  31  31   2   5   2 -13   1 -15  -1 -16  -3 -16
  -4 -15  -4 -14  -3 -13  -2 -14  -3 -15  31  31   1   5   1 -13   0 -15  -1 -16
  31  31  -2   5   2   5  -6  12  -6  -9  31  31  -5  12  -5  -9  31  31   5   5
  -5  -5  31  31   0  -1   6  -9  31  31  -1  -1   5  -9  31  31  -9  12  -5  12
  31  31   2   5   8   5  31  31  -9  -9  -2  -9  31  31   2  -9   9  -9   0  12
   0  -9  31  31   1  12   1  -9  31  31  -3  12   1  12  31  31  -3  -9   4  -9
 -11   5 -11  -9  31  31 -10   5 -10  -9  31  31 -10   2  -8   4  -5   5  -3   5
   0   4   1   2   1  -9  31  31  -3   5  -1   4   0   2   0  -9  31  31   1   2
   3   4   6   5   8   5  11   4  12   2  12  -9  31  31   8   5  10   4  11   2
  11  -9  31  31 -14   5 -10   5  31  31 -14  -9  -7  -9  31  31  -3  -9   4  -9
  31  31   8  -9  15  -9  -6   5  -6  -9  31  31  -5   5  -5  -9  31  31  -5   2
  -3   4   0   5   2   5   5   4   6   2   6  -9  31  31   2   5   4   4   5   2
   5  -9  31  31  -9   5  -5   5  31  31  -9  -9  -2  -9  31  31   2  -9   9  -9
  -1   5  -4   4  -6   2  -7  -1  -7  -3  -6  -6  -4  -8  -1  -9   1  -9   4  -8
   6  -6   7  -3   7  -1   6   2   4   4   1   5  -1   5  31  31  -1   5  -3   4
  -5   2  -6  -1  -6  -3  -5  -6  -3  -8  -1  -9  31  31   1  -9   3  -8   5  -6
   6  -3   6  -1   5   2   3   4   1   5  -6   5  -6 -16  31  31  -5   5  -5 -16
  31  31  -5   2  -3   4  -1   5   1   5   4   4   6   2   7  -1   7  -3   6  -6
   4  -8   1  -9  -1  -9  -3  -8  -5  -6  31  31   1   5   3   4   5   2   6  -1
   6  -3   5  -6   3  -8   1  -9  31  31  -9   5  -5   5  31  31  -9 -16  -2 -16
   5   5   5 -16  31  31   6   5   6 -16  31  31   5   2   3   4   1   5  -1   5
