14.06 14.06 # GD50 see GD50.tab, sparse sampling and in magnitudes here: awk '$1>3000&&NR%10==1 {print $1, -2.5*(log($2)/log(10))+9.81+14.06,50}' gd50.tab >> gd50.dat, NOTE ABSOLUTE LEVEL WILL BE WRONG AS 50 A FLUX BINS IS INCORRECT!!!!
6292.000 14.31 50
6312.000 14.31 50
6332.000 14.31 50
6352.000 14.32 50
6372.000 14.324 50
6392.000 14.331 50
6412.000 14.339 50
6432.000 14.348 50
6452.000 14.36 50
6472.000 14.39 50
6492.000 14.402 50
6512.000 14.442 50
6532.000 14.494 50
6552.000 14.556 50
6572.000 14.612 50
6592.000 14.553 50
6612.000 14.501 50
6632.000 14.459 50
6652.000 14.445 50
6672.000 14.437 50
6692.000 14.437 50
6712.000 14.435 50
6732.000 14.44 50
6752.000 14.442 50
6772.000 14.442 50
6792.000 14.447 50
6857.416 14.4782 50
6972.745 14.5117 50
7090.013 14.5445 50
7209.253 14.5776 50
7330.499 14.6111 50
7453.783 14.6441 50
7579.142 14.6773 50
7706.608 14.7107 50
7836.218 14.7441 50
7968.008 14.7773 50
8102.015 14.8098 50
8238.274 14.8421 50
8376.827 14.8759 50
8517.709 14.9153 50
8660.960 14.9537 50
8806.620 14.9924 50
8954.730 15.0268 50
9105.332 15.0568 50
9258.466 15.0983 50
9414.176 15.1166 50
9572.504 15.1738 50
9733.494 15.1728 50
9897.193 15.2111 50
10063.64 15.2993 50
10232.90 15.2752 50
10404.99 15.3013 50
10579.99 15.3354 50
10757.92 15.3765 50
10938.85 15.4774 50
11122.82 15.4462 50
11309.88 15.4717 50
11500.09 15.505 50
11693.50 15.5392 50
11890.16 15.5735 50
