  0.0999999978  0.0216029983 -0.455288903 -0.0474489893 -0.455288933
  0.109999998  0.0298085141 -0.277252947 -0.107513786 -0.277252977
  0.119999997  0.0391010822 -0.164663194 -0.237460972 -0.164663224
  0.129999997  0.0493997492 -0.0891267781 -0.554263828 -0.0891268079
  0.139999997  0.0606267851 -0.0353711006 -1.71402032 -0.0353711304
  0.149999997  0.0727076833  0.0051885641  14.0130645  0.0051885343
  0.159999996  0.0855711601  0.03755856  2.27833974  0.0375585302
  0.169999996  0.099149155  0.0647503014  1.53125395  0.0647502716
  0.179999996  0.113376831  0.0886232414  1.27931262  0.0886232116
  0.189999996  0.128192574  0.110351165  1.16167849  0.110351135
  0.199999996  0.143537993  0.130688863  1.09831848  0.130688833
  0.209999995  0.159357921  0.15012917  1.06147207  0.15012914
  0.219999995  0.175600413  0.168997845  1.03906895  0.168997815
  0.229999995  0.192216748  0.187512223  1.02508916  0.187512193
  0.239999995  0.209161428  0.205818215  1.01624352  0.205818185
  0.249999994  0.226392178  0.224014061  1.01061593  0.224014031
  0.259999994  0.243869947  0.242165847  1.00703691  0.242165817
  0.269999994  0.261558906  0.260317763  1.0047678  0.260317733
  0.279999994  0.27942645  0.278498989  1.00333021  0.278498959
  0.289999994  0.297443197  0.296728364  1.00240905  0.296728334
  0.299999993  0.315582988  0.315017574  1.00179486  0.315017545
  0.309999993  0.333822888  0.333373367  1.0013484  0.333373337
  0.319999993  0.352143184  0.351799077  1.00097813  0.351799047
  0.329999993  0.370527387  0.370295706  1.00062567  0.370295676
  0.339999992  0.388962231  0.388862669  1.00025603  0.388862639
  0.349999992  0.407437673  0.407498333  0.999851141  0.407498303
  0.359999992  0.425946894  0.426200385  0.99940523  0.426200355
  0.369999992  0.444486297  0.4449661  0.99892171  0.44496607
  0.379999992  0.463055509  0.463792522  0.9984109  0.463792492
  0.389999991  0.48165738  0.482676599  0.997888403  0.482676569
  0.399999991  0.500297983  0.501615267  0.997373916  0.501615237
  0.409999991  0.518986615  0.520605515  0.996890351  0.520605486
  0.419999991  0.537735795  0.539644423  0.996463175  0.539644393
  0.42999999  0.556561266  0.558729187  0.996119907  0.558729157
  0.43999999  0.575481994  0.577857136  0.995889742  0.577857106
  0.44999999  0.594520168  0.597025738  0.995803247  0.597025708
  0.45999999  0.613701201  0.616232604  0.995892131  0.616232574
  0.469999989  0.633053728  0.635475486  0.996189061  0.635475457
  0.479999989  0.652609608  0.654752275  0.996727515  0.654752245
  0.489999989  0.672403922  0.674060992  0.997541662  0.674060962
  0.499999989  0.692474977  0.693399788  0.998666267  0.693399758
  0.509999989  0.712864301  0.71276693  1.00013661  0.7127669
  0.519999988  0.733616644  0.732160803  1.00198842  0.732160773
  0.529999988  0.754779983  0.751579893  1.00425782  0.751579863
  0.539999988  0.776405514  0.771022789  1.00698128  0.77102276
  0.549999988  0.79854766  0.790488173  1.01019558  0.790488143
  0.559999987  0.80905646  0.80997481  0.998866199  0.809974781
  0.569999987  0.828723367  0.82948155  0.999085955  0.82948152
  0.579999987  0.848395514  0.849007314  0.999279393  0.849007285
  0.589999987  0.868072842  0.868551096  0.999449366  0.868551066
  0.599999987  0.887755294  0.888111952  0.999598409  0.888111922
  0.609999986  0.907442811  0.907688999  0.999728775  0.907688969
  0.619999986  0.927135336  0.927281411  0.99984247  0.927281381
  0.629999986  0.946832812  0.946888412  0.999941281  0.946888382
  0.639999986  0.966535181  0.966509275  1.0000268  0.966509245
  0.649999985  0.986242386  0.986143319  1.00010046  0.986143289
  0.659999985  1.00595437  1.0057899  1.00016352  1.00578987
  0.669999985  1.02567108  1.02544842  1.00021714  1.02544839
  0.679999985  1.04539246  1.04511831  1.00026232  1.04511828
  0.689999985  1.06511846  1.06479904  1.00029998  1.06479901
  0.699999984  1.08484901  1.08449011  1.00033094  1.08449008
  0.709999984  1.10458407  1.10419105  1.00035593  1.10419102
  0.719999984  1.12432357  1.1239014  1.00037563  1.12390137
  0.729999984  1.14406747  1.14362076  1.00039062  1.14362073
  0.739999983  1.16381572  1.16334871  1.00040143  1.16334868
  0.749999983  1.18356825  1.1830849  1.00040855  1.18308487
  0.759999983  1.20332502  1.20282897  1.0004124  1.20282894
  0.769999983  1.22308597  1.22258057  1.00041338  1.22258054
  0.779999983  1.24285105  1.2423394  1.00041184  1.24233937
  0.789999982  1.26262021  1.26210516  1.00040809  1.26210513
  0.799999982  1.28239339  1.28187756  1.00040241  1.28187753
